title;image_link;first_name;last_name;infix;publication_year;audiobook;pages;blurb;summary;themes;reading_level;recommendation_text;review_text;review_link;secondary_literature_text;secondary_literature_link
Anna Boom;https://media.s-bol.com/wjBjzkjA5Y0r/132x210.jpg;Judith;Koelemeijer;;2008;;240;In 1942 stapt Anna Boom op de trein naar Boedapest, op weg naar de veel oudere Hongaarse man op wie ze verliefd is, ook al is het oorlog en is hij getrouwd. Het begin van een uitzonderlijk leven.;In de zomer van 1942 stapt de tweeëntwintigjarige Anna Boom op de trein naar Boedapest. Ze wil weg, naar Géza, de veel oudere Hongaarse man op wie ze verliefd is, ook al is het oorlog en is haar Hongaar al jaren getrouwd. De reis markeert het begin van een uitzonderlijk leven. Dan begint het Russische beleg van Boedapest en wordt ze meegezogen in de maalstroom van de geschiedenis. Na de oorlog besluit Anna alles te vergeten en reist over de wereld. Nooit spreekt ze een woord over haar verleden in Boedapest. Totdat op een nacht de stilte onverwacht wordt verbroken.;;2;;;;;
Hemelvaart;https://media.s-bol.com/g6NxZoLk1Mz6/5Q9327B/136x210.jpg;Judith;Koelemeijer;;2013;;233;In ‘Hemelvaart’ ontrafelt Judith Koelemeijer het dramatische verhaal uit haar jeugd.;Zomer 1985. Zes meisjes vieren vakantie op de Griekse eilanden. Ze hebben net eindexamen gedaan en het leven lijkt een grote belofte. Totdat er de laatste nacht een ongeluk gebeurt. Met vijf meiden, zes rugzakken en een doodskist keren ze naar huis terug. Wat deed de dood van haar vriendin Annette met het leven van de betrokkenen? En waarom lopen hun herinneringen aan die fatale nacht zo uiteen?;;2;;;;;
Uit het leven van een hond;https://media.s-bol.com/B2Y7XxK4Ppno/wQxlAX/132x210.jpg;Sander;Kollaard;;2019;;127;"Een ogenschijnlijk simpel, maar sprankelend verhaal over een dag uit het leven van een man, zijn hond en drie vrouwen.

";"Henk, 56, baasje van Schurk, ontwaakt op zijn vrije zaterdagmorgen, en weet nog niet wat hem te wachten staat, maar heeft er zin in: zin in het leven! Zijn hond blijkt ziek, zijn oude vriendin is aan het dementeren, hij ""moet"" naar een feestje, maar hij laat dat alles zijn plezier niet bederven; en een onverwachte ontmoeting maakt zijn ""gewone"" dag uiteindelijk heel speciaal.";"""liefde"",""ziekte-en-dood"",""familie""";3;;;https://www.volkskrant.nl/cultuur-media/feel-good-sentiment-in-de-boekenlijstjes~bcc2c90f/;;
Lieveling;https://media.s-bol.com/BBBVw2j7mKQX/134x210.jpg;Kim;Kooten;van;2015;;236;Een prachtig geschreven, afschuwelijk verhaal over een jong meisje dat met haar moeder verhuist naar de villa van haar nieuwe stiefvader. Hij vindt haar '˜veel liever dan haar moeder''¦..;"Puck, vijf jaar oud, wordt door haar moeder uit hun armoedige situatie meegenomen naar de villa waar haar nieuwe man woont. Vrijwel vanaf de eerste dag besteedt haar ""papa"" opvallend veel aandacht aan haar. Al snel krijgt ze door dat wat hij bij haar doet, behalve meestal heel onprettig, waarschijnlijk ook niet normaal is. In de negen jaar dat ze bij hem woont, begint ze steeds meer te lijden onder wat hij met haar uithaalt; en van haar moeder hoedt ze geen steun te verwachten!. Het verhaal is erg knap geschreven, soms zelfs humoristisch, maar de inhoud is afschuwelijk.";"""eenzaamheid"",""misdaad"",""ouders-en-kinderen"",""school"",""berust-op-werkelijkheid""";3;;;https://www.volkskrant.nl/cultuur-media/lieveling-is-een-voor-de-hand-liggende-bestseller~bce5d1bf/;;
Annie;https://media.s-bol.com/Bv6D1XqRz40k/8x7GQg/134x210.jpg;Kees;Kooten;;2000;;61;Op 58-jarige leeftijd schreef Kees van Kooten, over de paar laatste maanden van het leven van zijn moeder, Annie van Kooten-Snaauw, die op 19 augustus 1999 op 89-jarige leeftijd overleed. Het is een mooi boekje over oud zijn en sterven dat herkenbaar is.;;;1;;;;;
Het water bewaart ons;https://media.s-bol.com/AWLvrvOpj9V7/793QVQO/134x210.jpg;Haro;Kraak;;2022;;259;In een gesloten, erg conservatieve dorpsgemeenschap waar mannen de – strenge – regels bepalen en handhaven, zorgt een buitenstaander voor een reeks schokkende gebeurtenissen.;In deze toekomstroman lezen we over een strenge dorpsgemeenschap op Schokland, die, afgesloten van de buitenwereld eigen, strenge regels, heeft ontwikkeld, een eigen rechtspraak, en een duidelijke machtsverdeling: mannen zijn de baas, vrouwen zitten thuis. Maar Elsa, die door haar huwelijk op Schokland terecht is gekomen, kan zich daar niet écht bij neerleggen. En dan komt er een buitenstaander op het eiland..;"andere-plaatsen-andere-tijden"", ""De-adolescent"", ""Eenzaamheid"", ""Liefde"", ""Misdaad"", ""Op-zoek-naar-je-wortels"", ""Ouders-en-kinderen"", ""Rebellie"", ""Ziekte-en-dood"", ""Vrouwenstrijd""";3;;;;;
De grot;https://media.s-bol.com/3yZVNgpwmK7Q/129x210.jpg;Tim;Krabbé;;1997;;181;Een degelijke leraar komt in de verleiding snel rijk te worden via de misdaad.;"Het boek vertelt in verschillende verhaallijnen, en niet in de juiste tijdsvolgorde - daar moet je dus even goed op letten! - de geschiedenis van Egon Wachter die op zomerkamp verliefd wordt op Marjoke, maar ook bevriend raakt met Axel. En dat wordt een vriendschap ""met een luchtje"", die zijn hele verdere leven beïnvloedt.";"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""misdaad"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd"",""familie""";3;;;;;
Een goede dag voor de ezel;https://media.s-bol.com/R4DgDXn4xl0/137x210.jpg;Tim;Krabbé;;2005;;119;Een doodgewone man pleegt een misdrijf.;"Het verhaal gaat over agressie, moordneigingen die je krijgt door het gedrag van sommige mensen. En wat doe je, als je ook nog eens een geladen pistool bij je hebt? En het gaat over een meisje dat het slachtoffer wordt van seksueel geweld, en over haar vader. En over een standbeeld. Je leest het in 'n adem uit!
Let op: deel 1, 3 en 5 worden door de ene verteller, deel 2 en 4 door een andere verteller gepresenteerd.";"""rebellie"",""liefde"",""school"",""ouders-en-kinderen"",""ziekte-en-dood"",""eenzaamheid"",""misdaad""";2;;;;;
De vertraging;https://media.s-bol.com/qLqZB0AXV2vr/k2BJ6WE/127x210.jpg;Tim;Krabbé;;1995;;144;Een man benut de tijd die hij moet wachten tijdens een vertraging van zijn terugvlucht uit Australie, door even een oude vriendin op te gaan zoeken. Maar dat wordt een schokkend weerzien...;Omdat het vliegtuig van schrijver Jacques Bekker, onderweg van Nieuw-Zeeland naar Nederland een tussenlanding maakt in Australië en hij daar toch een uur moet wachten, besluit hij een kort bezoek te brengen aan een jeugdvriendin die in Sydney woont. Vroeger heeft hij een merkwaardige relatie met haar gehad en hij is nog steeds geïntrigeerd door haar. Als hij bij haar aankomt, staat ze op het punt te vertrekken en hij gaat mee. En dat had hij beter niet kunnen doen!.;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""misdaad"",""rebellie"",""ziekte-en-dood""";3;;;;;
Marte Jacobs;https://media.s-bol.com/gJJJYK5GXqY3/133x210.jpg;Tim;Krabbé;;2007;;165;Een man is niet daadkrachtig genoeg als het gaat om het versieren van zijn grote liefde.;Een jongeman wordt verliefd op een meisje dat een aantal jaren jonger is dan hij en wacht daarom met contacten te leggen totdat het te laat is en zij door een concurrent wordt verleid.;"""eenzaamheid"",""kunst-en-kunstenaar"",""liefde"",""school"",""ziekte-en-dood""";3;;;;;
De renner;https://media.s-bol.com/3pmm7zrx8v9R/3Zpw4M/131x210.jpg;Tim;Krabbé;;1978;;157;"Het favoriete wielrenboek van meneer Govers; maar eigenlijk van iedere wielrenliefhebber.";Tim Krabbé heeft het wielrennen ontdekt op 29-jarige leeftijd. Vanaf dat moment neemt hij regelmatig deel aan wedstrijden in Nederland, België en Frankrijk. Op 26 juni 1977 neemt hij deel aan wedstrijd 304, de Ronde van de Mont Aigoual, een zware amateurkoers van 137 kilometer met vijf cols, waaronder de hoogste berg van de Cevennen (Zuid-Frankrijk), Mont Aigoual (1576 meter). Nauwgezet beschrijft hij het verloop van de wedstrijd, de vermoeidheid, de demarrages, de beslissingen die hij soms in een fractie van een seconde moet nemen. Kan hij deze koers winnen?;"""sport"", ""Berust op werkelijkheid""";2;Meneer Govers over dit boek: 'Dit boek gaat over mijn favoriete sport wielrennen. Krabbé vertelt op een aantrekkelijke en vaak spannende manier over de psychologie van het afzien, over het maken van keuzes. Lezen dat boek!';;https://www.volkskrant.nl/nieuws-achtergrond/lang-nadat-de-laatste-coureur-is-afgestapt-zullen-wij-de-renner-koesteren~bf3d35ec/;;
Het gouden ei;https://media.s-bol.com/J6Q0MLXyWXxg/131x210.jpg;Tim;Krabbé;;1984;;98;Rex Hoffman en Saskia Ehlvest zijn al de hele dag in de auto onderweg naar hun vakantiebestemming in het uiterste zuiden van Frankrijk. Om een uur of zeven zijn ze nog ongeveer een uur verwijderd van de plaats waar ze zullen overnachten. Ze stoppen bij een tankstation. Daar gebeurt iets onbegrijpelijks.;"Het boek vertelt in twee verhaallijnen over het leven van Rex die met Saskia op vakantie onderweg is naar Frankrijk, en over Lemorne, een ogenschijnlijk doodgewone scheikundeleraar in Frankrijk die toch niet doodgewoon blijkt te zijn.
";"""rebellie"",""liefde"",""psychische-gestoordheid"",""ziekte-en-dood"",""eenzaamheid"",""misdaad""";3;Meneer Govers over dit boek: 'Een klassieker, het meest gelezen boek onder scholieren en terecht! Ja, het is ook nog eens dun maar het boek zit vol met betekenis, interessante personages, spanning en een bizar einde. Je leest het in een ruk uit en blijft na de laatste pagina in verbijstering achter. ';;https://www.dbnl.org/tekst/anbe001lexi01_01/lvlw00352.php;Besproken in Literair Lexicon / Uittr. Pocket;
Mama Tandoori;https://media.s-bol.com/grX6P54QKR9/129x210.jpg;Ernest;Kwast;van der;2010;;214;De Indiase moeder van de ik-verteller is een opmerkelijke vrouw: opvliegend, steeds uit op een koopje: vaak een ramp voor haar kleurrijke familieleden.;"Mama Tandoori is een kleurrijk opvliegerig mens, dat steeds uit is op koopjes, op alle gebieden. Ze is omringd door al even kleurrijke figuren, als Uncle Sharma, acteur in vele Bollywoodfilms, tante Jasleen, ooit atletiekkampioene en oom Herbert die niet wil deugen, en daarom extra interessant is voor de kinderen van mama Tandoori.
";"""humor"",""liefde"",""ouders-en-kinderen"",""psychische-gestoordheid"",""vrouwenstrijd"",""berust-op-werkelijkheid""";3;;;;;
De ijsmakers;https://media.s-bol.com/NNMklklZyDv/133x210.jpg;Ernest;Kwast;van der;2015;;301;De oudste zoon in een familie van Italiaanse ijsmakers besluit tegen de traditie in te gaan en gaat niet in de ijssalon werken. Dat heeft ingrijpende consequenties voor hem Ã©n zijn broer.;Al vele generaties lang zijn de Talamini's ijsmakers. In de zomer hebben ze een ijssalon in Rotterdam, in de late herfst en winter wonen ze in een dorpje in Noord-Italië.Giovanni, de oudste zoon zou de zaakmoeten overnemen van zijn vader, maar voelt daar niets voor. Dat brengt grote spanning teweeg in het gezin. Zijn jongere broer Luca gaat nu, met tegenzin, de zaak in. Lang blijft hij wrokkig daarover, tot hij op een dag met een hoogst ongewoon verzoek bij zijn oudere broer aanklopt.;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""humor"",""kunst-en-kunstenaar"",""liefde"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen"",""rebellie""";3;;;;;
De komst van Joachim Stiller;https://media.s-bol.com/469lpQNX611n/130x210.jpg;Hubert;Lampo;;1960;;191;Al in het eerste hoofdstuk blijkt iets doodgewoons als wegwerkzaamheden in een Antwerpse straat eigenlijk heel ongewoon te zijn.;"De komst van Joachim Stiller' begint als een nuchter verslag van alledaagse én bijzondere dingen die de journalist Freek Groenevelt overkomen. Al in het eerste hoofdstuk blijkt iets doodgewoons als wegwerkzaamheden in een Antwerpse straat eigenlijk heel ongewoon te zijn.

Groenevelt schrijft er een stukje over in de krant en komt daardoor in contact met de verantwoordelijke wethouder. Deze bestrijdt dat er werkzaamheden werden verricht in de bewuste straat, maar voegt eraan toe dat er in de stad angstaanjagende dingen gebeuren. Groenevelt begint wat onzeker te worden. Als hij kort daarop een brief ontvangt van een zekere Joachim Stiller, die ruim anderhalf jaar vóór zijn geboorte is gepost, waarin verwezen wordt naar zijn veertig jaar later te verschijnen krantenartikeltje, kan Groenevelt er niet meer omheen: er gebeuren hier heel vreemde dingen.";;5;;;;Besproken in Literair Lexicon / Uittr. Pocket;
Sprakeloos;https://media.s-bol.com/mBrLP29OKGR/141x210.jpg;Tom;Lanoye;;2009;;360;Een schrijver beschrijft het leven van zijn moeder en met name haar aftakeling als ze door een hersenbloeding haar spraak kwijtraakt.;De moeder van de ik-verteller, de auteur, 'eist' van haar zoon dat hij haar in een boek vereeuwigt. Dat doet hij na de dood van zijn beide ouders op een manier waar de moeder, die door een hersenbloeding haar spraak kwijtraakte en langzaam aftakelde, wellicht niet zo heel blij mee zou zijn geweest. Bij het schetsen van het kritische portret van de moeder ontstaat ook een duidelijk beeld van de zoon, en hun moeizame relatie.;"""de-adolescent"",""kunst-en-kunstenaar"",""liefde"",""op-zoek-naar-je-wortels"",""ouders-en-kinderen"",""ziekte-en-dood"",""vrouwenstrijd"",""berust-op-werkelijkheid""";4;;;;;
Het derde huwelijk;https://media.s-bol.com/BlVE97p4l7Q/143x210.jpg;Tom;Lanoye;;2006;;337;Maarten Seebregs, een ontslagen locatiescout, kan de liefde van zijn leven niet vergeten. Cynisch maar met een glimlach leeft hij van zijn laatste centen. Dan doet een wildvreemde hem een winstgevend voorstel;Maarten Seebregs, een ontslagen locatiescout, kan de liefde van zijn leven niet vergeten. Cynisch maar met een glimlach leeft hij van zijn laatste centen. Dan doet een wildvreemde hem een winstgevend voorstel: trouwen met zijn Afrikaanse verloofde. Zodra het meisje de Belgische nationaliteit heeft verworven, kan Maarten van haar scheiden, met behoud van haar bruidsschat. De man stelt maar één voorwaarde: 'Je trouwt met haar, je woont met haar, je leeft met haar. Maar raak haar aan en ik sla je morsdood.' In Het derde huwelijk tekent Lanoye opnieuw onvergetelijke personages, verwikkeld in een tragikomisch noodlot, in het eeuwig veranderlijke België, navel van een onfris ruikend Europa.;;4;;;;;
Juliette, een liefde in snapshots;https://media.s-bol.com/NZ9LkGV7Apv/134x210.jpg;Thé;Lau;;2014;;271;Een jongeman groeit op in kunstenaardorp Bergen in een sfeer van drank, seks, kunst en quasi-kunst. Hij ontmoet de liefde van zijn leven, een fotografe. Hun relatie heeft naast prachtige momenten, ook diepzwarte ogenblikken.;"Robbie groeit op in een kunstenaargezin en belandt zo in het milieu van echte en quasikunstenaar in Bergen. Hij ontmoet de fotografe Juliette en is meteen weg van haar. Zij houdt ook van hem maar heeft behoefte aan meer dan hij haar bieden kan. Hij werkt als cartoonist voor ""De Bazuyn"", een krant die erg lijkt op De Telegraaf, en doet samen met de columnist van die krant, die hem als zijn zoon beschouwt, nogal wat schokkende ervaringen op. Als Juliette na een verblijf elders weer in zijn leven komt, merkt hij dat ze veranderd is: er komen donkere wolken in zijn leven!";"""andere-plaatsen-andere-tijden"",""de-adolescent"",""eenzaamheid"",""kunst-en-kunstenaar"",""ouders-en-kinderen"",""rebellie"",""ziekte-en-dood""";3;;;;;
De onervarenen;https://media.s-bol.com/5R2KN5pJzYAq/W7BEEkQ/131x210.jpg;Joke;Leeuwen;van;2015;;237;Een groep straatarme Nederlanders wordt in de negentiende eeuw verleid om te emigreren naar Zuid-Amerika, waar hen, volgens de organisatoren van de reis, een schitterende toekomst wacht'¦;Als de aardappeloogst is mislukt bij een jong boerenechtpaar, en de pacht opgezegd wordt, komt de uitnodiging erg gelegen om te emigreren naar Zuid-Amerika, waar volgens de organisatoren grote mogelijkheden zijn om een welvarend boerenbedrijf op te zetten. De werkelijkheid is een stuk minder mooi. De reis is erg zwaar, de ontvangst in het nieuwe land valt erg tegen.Het bestaan van een kolonist in een nieuwe wereld brengt elke dag weer nieuwe problemen met zich mee en vergt een groot aanpassingsvermogen. En dan nog kunnen zaken fout gaan..;"""andere-plaatsen-andere-tijden"",""eenzaamheid"",""liefde"",""misdaad"",""ouders-en-kinderen"",""rebellie"",""ziekte-en-dood"",""vrouwenstrijd""";3;;;;;
Bezoekjaren;https://media.s-bol.com/RO25zOm63V4L/143x210.jpg;Joke;Leeuwen;van;1998;;158;Het Marokkaanse meisje Zima vertelt over haar gezin en met name haar broer, die gearresteerd is vanwege verzetsdaden.;Het verhaal komt voort uit wat de Marokkaanse Malika Blain aan de schrijfster vertelde over het leven in Marokko. Hoofdpersoon is Zima, een Marokkaans meisje dat als het verhaal begint nog jong is, en aan het eind is uitgegroeid tot een mondige adolescent. Ze beschrijft het dagelijks leven in hun gezin, met gastvrije ouders en dus voortdurend heel wat mensen over de vloer. Haar broer wordt opgepakt wegens activiteiten tegen de staat en dat brengt nogal wat zorgen mee voor het gezin.;"""andere-plaatsen-andere-tijden"",""de-adolescent"",""ouders-en-kinderen"",""rebellie"",""berust-op-werkelijkheid""";2;;;;;
Beitelaar;https://media.s-bol.com/L0GngMK6LpPg/ROEwjrq/131x210.jpg;Ted;Lieshout;van;2022;;164;Een vijftienjarige jongen voelt zich aangetrokken tot een volwassen man. Dat leidt tot problemen!;Antonij, vijftien jaar oud, heeft een weekendbaantje op het dorpskerkhof. Daar ontmoet hij op een stil moment een man die hij aantrekkelijk vindt, en dat laat hij hem merken. Ze raken in gesprek. Maar dan worden rust en stilte op het kerkhof ineens ruw verbroken….;"""De-adolescent"", ""Eenzaamheid"", ""Humor"", ""Liefde"", ""Misdaad"", ""Ouders-en-kinderen"", ""ziekte-en-dood""";3;;;;;
